id_title;commentCount;dislikeCount;likeCount;id_music_style;id_performer;viewCount;commentators_uniq;comments_obscene_cnt;video_age
98770211;2;1;58;12346;100006;2257;2;0;752
98770212;0;4;14;12346;100006;1320;;;1034
98770213;17;11;312;12346;100006;57421;16;0;2833
98770214;6;9;168;12346;100006;17606;6;0;1560
98770215;3;7;106;12346;100006;6650;3;0;1616
98770216;24;6;620;12346;100006;71440;20;0;1467
98770217;0;2;27;12346;100006;4238;;;1677
98770218;12;9;304;12346;100006;47241;7;0;2202
98770219;3;4;23;12346;100006;2892;3;0;983
98770220;1;1;68;12346;100006;12406;1;0;1512
98770221;12;11;409;12346;100006;54404;10;0;2202
98770222;24;12;423;12346;100006;60884;13;0;977
98770223;2;2;44;12346;100006;4019;2;0;1680
98770224;0;5;137;12346;100006;6121;;;561
98770225;3;1;52;12346;100006;5015;2;0;1438
98770226;11;9;376;12346;100006;54145;11;0;1096
98770227;3;2;51;12346;100006;4387;3;0;1799
98770228;3;2;152;12346;100006;19273;3;0;1512
98770229;1;1;8;12346;100006;549;;;865
98770230;1;1;18;12346;100006;1185;1;0;883
98770231;5;2;33;12346;100006;1853;;;1449
98770232;0;8;40;12346;100006;5619;;;1647
98770233;4;1;136;12346;100006;7414;4;0;1270
98770234;0;1;61;12346;100006;4236;;;530
98770235;65;64;1801;12346;100006;243859;51;0;1972
98770236;58;58;2258;12346;100006;332347;55;1;1170
98770237;17;12;362;12346;100006;52982;55;1;1258
98770238;0;1;15;12346;100006;1016;1;0;983
98770239;0;1;75;12346;100006;8617;;;1259
98770240;12;11;444;12346;100006;110862;10;0;2202
98770241;0;1;39;12346;100006;2765;;;1756
98770242;1;2;114;12346;100006;13593;1;0;2202
98770243;1;0;73;12346;100006;11039;1;0;2202
98770244;3;3;142;12346;100006;19570;3;0;2202
98770245;2;2;96;12346;100006;13854;2;0;2202
98770246;6;2;153;12346;100006;26936;5;0;1512
98770247;7;3;120;12346;100006;21114;4;0;1445
98770248;4;1;69;12346;100006;3706;;;984
98770249;7;5;193;12346;100006;35165;6;0;2202
98770250;1;1;27;12346;100006;3207;;;983
98770251;4;2;86;12346;100006;10350;4;0;983
98770252;2;2;31;12346;100006;3180;;;983
98770253;4;5;97;12346;100006;6048;4;0;532
98770254;3;2;86;12346;100006;6156;3;0;567
98770255;11;8;264;12346;100006;21032;9;0;607
98770256;0;1;8;12346;100006;603;;;865
98770257;0;0;30;12346;100006;2507;;;1026
98770258;18;16;583;12346;100006;50418;15;0;617
98770259;4;3;93;12346;100006;6027;4;0;527
98770260;3;2;164;12346;100006;23233;3;0;2202
98770261;3;1;106;12346;100006;5692;3;0;588
98770262;26;20;666;12346;100006;51317;23;0;614
98770263;21;6;425;12346;100006;25242;20;0;554
98770264;0;1;11;12346;100006;1024;;;1463
98770265;0;1;3;12346;100006;1722;;;2945
98770266;0;1;17;12346;100006;1262;;;865
98770267;2;2;125;12346;100006;20174;;;2202
98770268;5;4;173;12346;100006;13328;4;0;1752
98770269;1;2;8;12346;100006;604;1;0;1709
98770270;14;7;303;12346;100006;21490;11;0;610
98770271;2;2;83;12346;100006;5024;2;0;1270
98770272;2;4;135;12346;100006;6623;2;0;573
98770273;9;12;308;12346;100006;46743;6;0;2202
98770274;2;2;90;12346;100006;4590;2;0;799
98770275;1;2;92;12346;100006;8619;1;0;1530
98770276;7;5;175;12346;100006;9672;5;0;599
98770277;9;3;247;12346;100006;18715;8;0;1098
98770278;24;58;149;12346;100006;26132;;;1371
98770279;3;4;70;12346;100006;11262;2;0;1384
98770280;5;5;77;12346;100006;7556;5;0;1721
98770281;12;16;284;12346;100006;42249;6;0;3226
98770282;1;1;53;12346;100006;7453;1;0;1543
98770283;4;3;161;12346;100006;14544;4;0;1332
98770284;15;5;221;12346;100006;24750;11;0;428
98770285;4;6;115;12346;100006;12958;3;0;1165
98770286;3;2;48;12346;100006;2420;2;0;798
98770287;9;1;255;12346;100006;12149;9;0;613
98770288;1;2;27;12346;100006;2059;1;0;971
98770289;9;7;174;12346;100006;31868;8;0;1530
98770290;3;3;102;12346;100006;6230;3;0;547
98770291;2;1;63;12346;100006;4662;2;0;797
98770292;0;1;6;12346;100006;559;;;865
98770293;0;1;16;12346;100006;989;;;865
98770294;1;1;26;12346;100006;1189;;;866
98770295;0;1;25;12346;100006;2140;;;837
98770296;18;14;215;12346;100006;33435;12;0;1367
98770297;1;0;23;12346;100006;1423;1;0;834
98770298;1;1;8;12346;100006;3249;1;0;1442
98770299;0;0;16;12346;100006;1293;;;1071
98770300;41;37;657;12346;100006;82881;32;0;978
98770301;15;6;209;12346;100006;22837;13;1;1481
98770302;0;1;9;12346;100006;561;;;829
98770303;3;4;131;12346;100006;17510;2;0;1476
98770304;0;2;34;12346;100006;4683;;;1488
98770305;10;1;143;12346;100006;3657;9;0;355
98770306;3;5;216;12346;100006;6575;3;0;363
98770307;13;2;198;12346;100006;13635;13;0;509
98770308;74;115;1602;12346;100006;231344;62;1;1163
98770309;5;3;166;12346;100006;6214;5;1;361
98770310;6;4;120;12346;100006;6915;6;0;622
98770311;0;0;36;12346;100006;2588;;;857
98770312;13;6;156;12346;100006;18565;9;0;1746
98770313;3;1;39;12346;100006;4457;2;0;1746
98770314;0;2;10;12346;100006;1479;;;1746
98770315;4;3;33;12346;100006;3414;4;0;1746
98770316;0;5;103;12346;100006;17418;;;1744
98770317;21;17;351;12346;100006;50926;20;0;1310
98770318;5;2;45;12346;100006;3070;;;1569
98770319;0;0;23;12346;100006;1306;;;841
98770320;1;0;39;12346;100006;1245;1;0;803
98770321;6;19;181;12346;100006;20374;6;0;991
98770322;323;3371;2580;12346;100006;350344;222;3;1646
98770323;11;3;221;12346;100006;3283;;;27
98770324;2;0;53;12346;100006;3992;2;0;978
98770325;1;2;13;12346;100006;469;1;0;679
98770326;2;1;48;12346;100006;2030;2;0;650
98770327;4;3;36;12346;100006;939;2;0;689
98770328;3;0;35;12346;100006;1623;3;0;632
98770329;7;2;67;12346;100006;2393;3;0;525
98770330;0;1;18;12346;100006;826;;;678
98770331;4;1;90;12346;100006;3900;4;0;513
98770332;4;1;61;12346;100006;1956;3;0;695
98770333;0;1;12;12346;100006;1546;;;828
98770334;0;1;16;12346;100006;2053;;;1996
98770335;4;5;41;12346;100006;4578;3;0;1457
98770336;9;15;94;12346;100006;16465;7;0;1349
98770337;2;0;44;12346;100006;2915;2;0;1133
98770338;5;0;103;12346;100006;1561;;;21
98770339;12;4;269;12346;100006;6429;;;52
98770340;11;3;258;12346;100006;4893;11;0;66
98770341;2;1;35;12346;100006;2034;2;0;1915
98770342;2;1;40;12346;100006;2585;2;0;1936
98770343;0;1;83;12346;100006;6152;;;1491
98770344;3;7;38;12346;100006;6489;3;0;2090
98770345;7;6;64;12346;100006;6380;5;0;1216
98770346;0;1;18;12346;100006;1377;;;1957
98770347;1;2;28;12346;100006;3252;1;0;1437
98770348;3;1;84;12346;100006;5934;3;0;1622
98770349;8;0;47;12346;100006;3997;8;0;2297
98770350;6;8;139;12346;100006;24075;6;0;1427
98770351;7;4;103;12346;100006;3069;4;0;87
98770352;1;0;5;12346;100006;1257;1;0;2699
98770353;14;3;176;12346;100006;8065;;;1059
98770354;19;13;95;12346;100006;12452;16;1;763
98770355;7;2;169;12346;100006;27214;6;0;1133
98770356;73;78;923;12346;100010;35426;55;0;594
98770357;0;3;6;12346;100010;613;;;304
98770358;0;1;4;12346;100010;432;;;304
98770359;0;4;5;12346;100010;393;;;497
98770360;0;2;4;12346;100010;499;;;379
98770361;0;5;47;12346;100010;2220;;;379
98770362;3;15;123;12346;100010;5301;3;0;1060
98770363;20;15;224;12346;100010;2614;17;0;185
98770364;4;20;80;12346;100010;2249;4;0;1087
98770365;67;29;321;12346;100010;11779;22;2;97
98770366;0;3;3;12346;100010;287;;;304
98770367;1;344;1282;12346;100010;126962;;;304
98770368;0;3;1;12346;100010;220;;;304
98770369;0;2;1;12346;100010;290;;;379
98770370;0;3;0;12346;100010;149;;;304
98770371;0;3;20;12346;100010;808;;;274
98770372;0;2;9;12346;100010;767;;;304
98770373;0;1;4;12346;100010;323;;;304
98770374;0;1;8;12346;100010;713;;;304
98770375;0;1;3;12346;100010;500;;;304
98770376;17;15;46;12346;100010;27988;15;1;2716
98770377;0;2;2;12346;100010;353;;;304
98770378;29;8;498;12346;100010;11852;24;0;485
98770379;0;4;10;12346;100010;701;;;497
98770380;0;2;1;12346;100010;348;;;379
98770381;2;3;22;12346;100010;581;2;0;304
98770382;0;2;9;12346;100010;412;;;379
98770383;0;2;10;12346;100010;504;;;379
98770384;0;4;2;12346;100010;494;;;289
98770385;0;3;0;12346;100010;214;;;304
98770386;0;2;13;12346;100010;592;;;379
98770387;0;3;1;12346;100010;163;;;304
98770388;45;11;353;12346;100010;3245;29;0;200
98770389;0;2;1;12346;100010;176;;;304
98770390;3;43;137;12346;100010;4677;2;0;95
98770391;0;1;2;12346;100010;372;;;304
98770392;0;2;3;12346;100010;425;;;379
98770393;1;24;99;12346;100010;6467;;;379
98770394;14;1;190;12346;100010;2584;13;0;484
98770395;0;3;7;12346;100010;367;;;304
98770396;0;3;2;12346;100010;237;;;304
98770397;18;12;250;12346;100010;3011;13;0;184
98770398;1;61;147;12346;100010;13766;1;0;379
98770399;29;10;224;12346;100010;4576;24;1;187
98770400;7;8;198;12346;100010;2459;7;0;473
98770401;0;2;2;12346;100010;431;;;379
98770402;0;1;6;12346;100010;363;;;304
98770403;0;3;7;12346;100010;549;;;379
98770404;0;3;4;12346;100010;875;;;379
98770405;0;2;12;12346;100010;605;;;379
98770406;83;37;1236;12346;100010;19068;56;1;93
98770407;1034;1092;12799;12346;100010;926214;511;11;741
98770408;35;69;452;12346;100010;17122;30;0;309
98770409;0;2;5;12346;100010;444;;;379
98770410;23;15;359;12346;100010;4850;20;0;200
98770411;501;317;6862;12346;100010;174072;334;1;111
98770412;3;2;56;12346;100010;1763;3;0;402
98770413;0;2;24;12346;100010;3204;;;2935
98770414;22;27;438;12346;100010;67189;13;1;3171
98770415;2;2;26;12346;100010;1341;2;0;402
98770416;11;10;166;12346;100010;21418;11;0;3171
98770417;4;1;54;12346;100010;952;4;0;402
98770418;2;1;66;12346;100010;5555;2;0;402
98770419;13;43;300;12346;100010;40279;14;0;1110
98770420;0;0;10;12346;100010;285;;;402
98770421;2;2;39;12346;100010;8355;2;0;2935
98770422;66;30;500;12346;100010;9090;;;39
98770423;100;83;620;12346;100010;14015;;;21
98770424;2;7;61;12346;100010;11569;2;0;2706
98770425;2;6;26;12346;100010;3389;;;2935
98770426;21;41;408;12346;100010;49812;13;1;2706
98770427;1;4;38;12346;100010;2542;;;402
98770428;0;4;33;12346;100010;7153;;;2935
98770429;5;14;53;12346;100010;19273;4;0;3166
98770430;1;1;7;12346;100010;1764;1;0;2935
98770431;0;3;27;12346;100010;1294;;;402
98770432;1;7;44;12346;100010;4755;1;0;2274
98770433;0;2;23;12346;100010;4575;;;2935
98770434;1;1;22;12346;100010;3264;1;0;2935
98770435;0;2;14;12346;100010;2113;;;2935
98770436;23;11;329;12346;100010;15255;14;0;402
98770437;4;0;66;12346;100010;1606;3;0;402
98770438;2;5;15;12346;100010;6727;;;2935
98770439;709;1271;9705;12346;100010;612527;364;11;585
98770440;40;43;956;12346;100010;51827;28;0;402
98770441;79;55;1061;12346;100010;44106;66;0;641
98770442;4;4;14;12346;100010;1320;2;0;2935
98770443;5;1;89;12346;100010;3280;5;0;402
98770444;17;30;314;12346;100010;13315;15;0;1165
98770445;46;36;848;12346;100010;159658;32;1;3171
98770446;2795;9622;19522;12346;100010;1150288;1145;51;904
98770447;51;29;670;12346;100010;41134;32;2;402
98770448;1;2;28;12346;100010;5195;1;0;2935
98770449;4;5;95;12346;100010;3686;3;0;402
98770450;1;2;15;12346;100010;2998;1;0;2935
98770451;48;30;604;12346;100010;117214;40;1;2755
98770452;58;106;898;12346;100010;213367;52;0;2691
98770453;0;0;14;12346;100010;438;;;402
98770454;1;0;17;12346;100010;763;1;0;402
98770455;27;44;468;12346;100010;33799;22;0;1103
98770456;0;2;14;12346;100010;2515;;;2935
98770457;818;345;11294;12346;100010;833045;550;13;1316
98770458;18;15;272;12346;100010;11834;13;0;1062
98770459;19;2;297;12346;100010;11920;15;0;402
98770460;1;3;43;12346;100010;4426;1;0;3169
98770461;0;0;18;12346;100010;573;;;402
98770462;0;2;8;12346;100010;1715;;;2935
98770463;0;0;11;12346;100010;541;;;402
98770464;1;1;16;12346;100010;1703;;;2935
98770465;0;2;20;12346;100010;3602;;;2935
98770466;10;55;254;12346;100010;50382;9;0;2706
98770467;0;2;7;12346;100010;1765;;;2935
98770468;347;209;3031;12346;100010;165089;147;5;402
98770469;1;1;13;12346;100010;2231;1;0;2935
98770470;0;1;31;12346;100010;841;;;402
98770471;5;4;97;12346;100010;10178;4;0;3171
98770472;3;1;24;12346;100010;1441;2;0;402
98770473;1;1;20;12346;100010;662;1;0;402
98770474;416;768;6811;12346;100010;1102031;204;4;3171
98770475;3;7;84;12346;100010;3671;2;0;402
98770476;5;5;46;12346;100010;5741;4;0;2031
98770477;0;3;71;12346;100010;6267;;;3171
98770478;8;6;164;12346;100010;8575;7;0;402
98770479;9;9;127;12346;100010;12518;7;0;2583
98770480;6;10;85;12346;100010;3162;4;0;402
98770481;0;2;18;12346;100010;3036;;;2935
98770482;0;1;20;12346;100010;3694;;;2935
98770483;2;6;35;12346;100010;3911;2;0;3169
98770484;33;15;515;12346;100010;9474;34;0;665
98770485;10;10;156;12346;100010;1597;10;0;746
98770486;18;21;295;12346;100010;5218;10;0;647
98770487;7;13;216;12346;100010;2671;7;0;664
98770488;18;19;429;12346;100010;36837;18;0;1138
98770489;25;17;586;12346;100010;46553;19;0;1138
98770490;471;270;6565;12346;100010;258249;329;3;298
98770491;301;484;5352;12346;100010;184269;247;5;287
98770492;29;5;295;12346;100010;8147;21;0;381
98770493;7;13;144;12346;100010;14012;7;0;1588
98770494;10;7;77;12346;100010;2764;10;0;1110
98770495;3;7;106;12346;100010;9829;3;0;1575
98770496;8;8;96;12346;100010;6392;7;0;1564
98770497;6;6;82;12346;100010;5239;6;0;1544
98770498;4;4;60;12346;100010;4639;4;0;1520
98770499;5;7;80;12346;100010;4537;4;0;1501
98770500;7;4;103;12346;100010;6192;6;0;1487
98770501;9;4;83;12346;100010;5868;8;0;1477
98770502;4;3;81;12346;100010;5878;4;0;1450
98770503;4;15;133;12346;100010;10888;2;0;1138
98770504;100;153;1804;12346;100010;158805;73;0;1110
98770505;12;61;322;12346;100010;11375;11;0;925
98770506;3;7;69;12346;100010;4436;3;0;1138
98770507;2;10;78;12346;100010;6423;2;0;1138
98770508;8;13;182;12346;100010;19219;8;0;1138
98770509;86;13;797;12346;100010;4267;;;0
98770510;0;3;2;12346;100010;583;;;497
98770511;6;103;196;12346;100010;10475;5;0;1093
98770512;0;9;86;12346;100010;2846;;;1113
98770513;7;19;78;12346;100010;2624;7;0;1169
98770514;8;5;66;12346;100010;2094;6;1;1285
98770515;6;17;59;12346;100010;1189;6;0;1285
98770516;5;7;79;12346;100010;1622;5;0;1288
98770517;4;3;64;12346;100010;1394;4;0;1288
98770518;42;16;154;12346;100010;11124;17;0;1529
98770519;4;1;40;12346;100010;3063;4;0;2686
98770520;2;1;34;12346;100010;1730;2;0;2686
98770521;3;1;27;12346;100010;1853;3;0;2686
98770522;6;4;46;12346;100010;2394;4;0;1537
98770523;1;3;40;12346;100010;2691;1;0;2268
98770524;30;7;292;12346;100010;2288;28;0;143
98770525;48;37;523;12346;100010;10600;37;0;130
98770526;32;11;215;12346;100010;3037;26;0;201
98770527;46;15;397;12346;100010;3984;35;0;125
98770528;19;9;177;12346;100010;2864;17;0;198
98770529;37;76;544;12346;100010;6996;35;0;124
98770530;12;7;130;12346;100010;833;11;0;199
98770531;11;2;195;12346;100012;28912;9;0;3175
98770532;6;5;85;12346;100012;13259;5;0;1455
98770533;122;53;2275;12346;100012;160376;66;2;818
98770534;26;7;514;12346;100012;13780;;;679
98770535;20;5;285;12346;100012;10174;17;0;659
98770536;2;3;46;12346;100012;5787;;;1798
98770537;24;3;323;12346;100012;14829;19;0;486
98770538;15;5;292;12346;100012;16584;12;0;836
98770539;21;7;370;12346;100012;11693;18;0;654
98770540;38;28;456;12346;100012;31695;22;0;332
98770541;6;1;63;12346;100012;15794;5;0;3663
98770542;64;65;1891;12346;100012;129725;47;0;546
98770543;20;5;583;12346;100012;31164;16;0;1122
98770544;21;5;214;12346;100012;5960;10;0;695
98770545;4;0;39;12346;100012;2085;2;0;2876
98770546;1;1;15;12346;100012;1373;;;2876
98770547;13;5;418;12346;100012;21643;12;0;2313
98770548;72;55;957;12346;100012;31199;52;0;1129
98770549;52;8;700;12346;100012;23310;39;0;777
98770550;79;14;1529;12346;100012;45224;51;0;601
98770551;22;8;411;12346;100012;41619;19;0;458
98770552;24;5;313;12346;100012;9464;21;0;646
98770553;29;10;365;12346;100012;16056;18;1;650
98770554;15;29;290;12346;100012;16295;12;0;429
98770555;14;3;344;12346;100012;8765;11;0;587
98770556;31;10;663;12346;100012;20285;25;0;575
98770557;4;5;53;12346;100012;16787;4;2;4118
98770558;2;3;98;12346;100012;15358;2;0;3647
98770559;15;1;199;12346;100012;25695;11;0;3617
98770560;24;4;372;12346;100012;19479;19;0;993
98770561;7;1;202;12346;100012;8072;6;0;965
98770562;50;41;476;12346;100012;82746;38;0;1855
98770563;70;100;2419;12346;100012;419424;48;0;2876
98770564;8;4;190;12346;100012;19722;8;0;1941
98770565;105;34;2073;12346;100012;564728;80;0;4075
98770566;26;17;609;12346;100012;38906;20;0;402
98770567;27;33;738;12346;100012;202625;21;0;2876
98770568;37;38;1003;12346;100012;111035;24;0;999
98770569;145;96;3419;12346;100012;809269;99;1;3541
98770570;504;634;12132;12346;100012;3287656;261;9;2876
98770571;17;3;409;12346;100012;62877;261;9;2876
98770572;18;15;483;12346;100012;112487;13;0;2876
98770573;2;2;53;12346;100012;12127;;;2876
98770574;8;2;175;12346;100012;46034;5;0;2876
98770575;52;47;2153;12346;100012;316574;38;1;1689
98770576;329;275;9828;12346;100012;2318908;241;2;2373
98770577;16;8;397;12346;100012;24078;13;0;1006
98770578;7;8;184;12346;100012;57400;4;1;2876
98770579;1038;977;14916;12346;100012;3952313;458;18;4401
98770580;50;7;773;12346;100012;84702;38;0;2876
98770581;697;757;23327;12346;100012;5281480;459;16;3229
98770582;208;249;6140;12346;100012;1462114;163;3;2564
98770583;15;51;659;12346;100012;182041;14;0;2487
98770584;315;381;8780;12346;100012;2496525;191;7;2876
98770585;10;6;466;12346;100012;121989;191;7;4546
98770586;5;1;128;12346;100012;23837;4;1;2876
98770587;3;1;79;12346;100012;20449;3;0;2876
98770588;158;127;2709;12346;100012;680929;44;0;2876
98770589;27;6;287;12346;100012;95967;19;0;4546
98770590;186;242;6169;12346;100012;893845;134;2;1726
98770591;255;144;3953;12346;100012;925774;128;5;2876
98770592;100;30;2525;12346;100012;192903;77;2;1091
98770593;32;5;255;12346;100012;29034;18;0;1170
98770594;4;3;75;12346;100012;13408;3;0;2876
98770595;6;3;112;12346;100012;16772;5;0;2876
98770596;42;20;1228;12346;100012;101680;32;0;1021
98770597;158;140;4043;12346;100012;851926;100;0;2876
98770598;193;242;4913;12346;100012;778573;124;2;1708
98770599;121;127;4187;12346;100012;474278;93;0;1664
98770600;95;37;843;12346;100012;147954;78;2;2256
98770601;167;243;4378;12346;100012;1211954;104;4;2876
98770602;25;17;717;12346;100012;179813;14;0;2876
98770603;191;104;2743;12346;100012;777743;126;3;3815
98770604;32;20;687;12346;100012;164262;20;0;2876
98770605;311;305;10367;12346;100012;3694495;234;2;4362
98770606;3;6;426;12346;100012;83269;234;2;2876
98770607;29;12;632;12346;100012;173073;24;1;2876
98770608;4;7;82;12346;100012;47638;3;1;2876
98770609;118;31;1142;12346;100012;170822;79;2;2876
98770610;9;3;172;12346;100012;50022;6;0;4401
98770611;2;1;35;12346;100012;8104;2;0;2876
98770612;64;22;1226;12346;100012;234377;31;0;4403
98770613;185;124;2833;12346;100012;684948;128;2;2851
98770614;7;12;400;12346;100012;35822;6;0;1732
98770615;0;1;53;12346;100012;13677;;;2876
98770616;90;84;2994;12346;100012;700183;61;4;2876
98770617;2888;2207;63096;12346;100012;10960028;1452;47;2876
98770618;28;27;1128;12346;100012;117143;19;1;1642
98770619;103;41;2170;12346;100012;644985;66;0;4239
98770620;0;7;40;12346;100012;28363;;;2876
98770621;78;79;1703;12346;100012;376468;41;3;2876
98770622;9;5;168;12346;100012;38424;7;0;2876
98770623;109;94;2893;12346;100012;448524;80;4;1717
98770624;158;128;4225;12346;100012;675108;94;3;1577
98770625;620;872;16010;12346;100012;5466943;354;5;1302
98770626;12;10;372;12346;100012;101637;11;0;1305
98770627;30;14;722;12346;100012;51201;25;0;1013
98770628;198;83;3251;12346;100012;488006;107;4;2876
98770629;0;2;55;12346;100012;21291;;;2876
98770630;794;626;15408;12346;100012;4474011;515;9;3480
98770631;151;97;3518;12346;100012;1088568;117;2;3647
98770632;28;11;922;12346;100012;58708;24;1;1049
98770633;11;2;200;12346;100012;12692;11;0;1747
98770634;2;0;93;12346;100012;6762;2;0;4284
98770635;12;5;272;12346;100012;8207;11;0;679
98770636;14;3;85;12346;100012;8629;10;0;1413
98770637;9;5;194;12346;100012;18023;8;0;1546
98770638;16;4;314;12346;100012;8977;13;0;661
98770639;73;46;1586;12346;100012;47289;67;0;246
98770640;277;175;4099;12346;100012;157740;207;5;212
98770641;52;11;764;12346;100012;17487;39;0;219
98770642;13;3;166;12346;100012;14299;13;0;3005
98770643;184;149;4406;12346;100012;516067;114;3;1290
98770644;1806;3507;32604;12346;100012;3469998;1185;42;552
98770645;1645;1872;46106;12346;100012;4106451;978;50;532
98770646;1799;2170;47814;12346;100012;3353589;751;45;167
98770647;15;9;326;12346;100012;142539;12;0;2876
98770648;17;6;158;12346;100012;27009;14;0;3216
98770649;2;1;35;12346;100012;8549;2;0;3250
98770650;178;127;5562;12346;100012;1891268;127;1;4357
98770651;47;55;1622;12346;100012;382074;35;3;2876
98770652;185;334;7194;12346;100012;1444590;129;1;1399
98770653;232;303;7474;12346;100012;2471726;181;1;3306
98770654;195;265;3204;12346;100012;159245;108;5;261
98770655;164;287;1532;12346;100012;83140;115;6;364
98770656;609;504;10497;12346;100012;2827879;360;12;2738
98770657;258;365;8910;12346;100012;2344621;177;3;3012
98770658;15;4;277;12346;100012;11353;10;0;1331
98770659;1;0;28;12346;100012;7640;1;0;3559
98770660;3;1;46;12346;100012;8669;3;0;3648
98770661;5;0;40;12346;100012;6676;;;3663
98770662;46;21;624;12346;100012;70649;16;0;1583
98770663;6;2;134;12346;100012;11303;4;0;3693
98770664;3;0;79;12346;100012;5751;3;0;3692
98770665;3;0;70;12346;100012;4258;2;0;3689
98770666;4;0;42;12346;100012;3461;2;0;3688
98770667;3;0;56;12346;100012;4693;;;3667
98770668;61;17;1184;12346;100012;33073;52;0;520
98770669;0;2;58;12346;100012;5485;;;1485
98770670;16;4;180;12346;100012;7086;12;0;693
98770671;6;1;96;12346;100012;10246;6;0;3594
98770672;2;1;30;12346;100012;3205;2;0;1449
98770673;2;1;37;12346;100012;4022;2;0;1449
98770674;9;7;316;12346;100012;9673;9;0;691
98770675;87;24;969;12346;100012;27700;42;1;349
98770676;33;19;623;12346;100012;18142;24;0;339
98770677;49;15;842;12346;100012;30800;31;2;483
98770678;46;12;1108;12346;100012;33032;31;0;517
98770679;26;5;589;12346;100012;13825;18;0;463
98770680;24;5;750;12346;100012;21580;21;0;488
98770681;31;8;479;12346;100012;13779;18;0;708
98770682;39;8;352;12346;100012;10163;30;0;370
98770683;3;2;71;12346;100012;4967;2;0;1449
98770684;60;17;1473;12346;100012;38154;39;0;454
98770685;65;16;1032;12346;100012;34016;39;1;478
98770686;96;16;1378;12346;100012;25819;70;1;134
98770687;28;4;401;12346;100012;10805;16;0;486
98770688;78;36;1769;12346;100012;47994;53;3;94
98770689;28;7;655;12346;100012;17134;19;0;461
98770690;40;19;1028;12346;100012;23544;31;0;326
98770691;41;10;810;12346;100012;23153;29;0;500
98770692;31;4;370;12346;100012;8874;26;1;378
98770693;78;17;477;12346;100012;14186;51;0;421
98770694;3;2;72;12346;100012;6803;;;1939
98770695;23;5;318;12346;100012;8164;21;0;702
98770696;39;11;681;12346;100012;18279;32;2;379
98770697;56;8;716;12346;100012;23321;39;0;690
98770698;22;7;613;12346;100012;17656;17;0;687
98770699;3;0;48;12346;100012;6831;2;0;2876
98770700;37;27;463;12346;100012;11630;29;0;307
98770701;3;1;29;12346;100012;6210;3;0;3054
98770702;1;0;53;12346;100012;3446;;;3685
98770703;9;6;242;12346;100012;8363;9;0;616
98770704;13;7;156;12346;100012;7200;13;0;2267
98770705;40;23;638;12346;100012;15146;32;1;313
98770706;85;32;859;12346;100012;148973;69;1;3031
98770707;23;26;597;12346;100012;16675;19;0;720
98770708;45;5;535;12346;100012;48226;31;0;1185
98770709;1171;1473;24390;12346;100012;3906034;702;17;1234
98770710;21;10;453;12346;100012;30401;17;2;703
98770711;450;321;8452;12346;100012;350210;160;2;73
98770712;11;5;267;12346;100012;18499;9;0;2831
98770713;13;7;265;12346;100012;34210;9;1;2765
98770714;10;2;163;12346;100012;16982;10;0;3232
98770715;0;0;92;12346;100012;11953;;;2982
98770716;65;39;1401;12346;100012;98799;46;0;965
98770717;1981;1966;30817;12346;100012;6091483;1282;86;1841
98770718;59;9;835;12346;100012;37922;36;0;826
98770719;487;787;10912;12346;100012;2268066;255;3;769
98770720;19;8;677;12346;100012;40695;17;0;904
98770721;276;262;7829;12346;100012;1372504;166;3;1500
98770722;9;5;206;12346;100012;19931;8;0;1507
98770723;4;1;67;12346;100012;8234;4;0;1507
98770724;261;60;4344;12346;100012;109633;;;28
98770725;91;48;2530;12346;100012;91503;70;2;109
98770726;430;952;25592;12346;100012;3186174;264;3;699
98770727;;1100;30432;12346;100012;4352100;;;1632
98770728;179;65;2675;12346;100012;66409;105;4;151
98770729;3316;5053;92717;12346;100012;21341848;1794;47;1136
98770730;138;57;2728;12346;100012;137925;80;1;407
98770731;1659;3793;56280;12346;100012;10964023;1070;28;923
98770732;127;195;2334;12346;100012;343298;90;1;876
98770733;84;11;559;12346;100012;38566;66;1;941
98770734;54;17;495;12346;100012;44299;45;2;934
98770735;34;32;1089;12346;100012;72487;26;0;911
98770736;121;50;2210;12346;100012;96363;50;0;343
98770737;1746;4673;39070;12346;100012;6147778;1257;28;391
98770738;62;37;1278;12346;100012;56494;40;0;404
98770739;2139;2234;39459;12346;100012;6769410;1141;25;667
98770740;34;20;833;12346;100012;32308;23;0;584
98770741;302;97;4123;12346;100012;199193;176;6;590
98770742;116;28;2202;12346;100012;43625;;;48
98770743;3587;5392;94169;12346;100012;26687532;1788;26;2233
98770744;3;4;70;12346;100012;6528;2;0;1494
98770745;41;38;1496;12346;100012;97137;20;2;787
98770746;3;1;40;12346;100012;4797;2;0;1508
98770747;50;19;690;12346;100012;24646;34;0;705
98770748;122;44;2305;12346;100012;54775;67;1;79
98770749;79;80;2518;12346;100012;164168;65;1;744
98770750;44;22;712;12346;100012;42177;34;0;805
98770751;733;940;10895;12346;100012;671608;378;15;153
98770752;228;103;3904;12346;100012;184605;119;1;116
98770753;49;16;1462;12346;100012;63256;37;1;791
98770754;141;63;4322;12346;100012;184644;81;0;92
98770755;79;25;1673;12346;100012;39078;;;57
98770756;134;59;2844;12346;100012;646003;86;0;442
98770757;54;43;746;12346;100012;57395;37;2;1141
98770758;3;1;54;12346;100012;6257;2;0;1509
98770759;4522;3785;64241;12346;100012;5445433;1845;50;301
98770760;124;41;2246;12346;100012;113514;70;0;451
